버스번호,기점,종점,상행 정류장수,상행 정류장(순서대로),하행 정류장수,하행 정류장(순서대로)
진월79,도동,천교,25,도동 ▶ 효우2로입구 ▶ 대동마을 ▶ 효천초교 ▶ 신효천마을 ▶ 송암동 ▶ 인성고 ▶ 남선산업 ▶ 송하삼익아파트 ▶ 광주대입구 ▶ 동성고 ▶ 대성여고 ▶ 진월대주아파트 ▶ 대광여고 ▶ 백운광장 ▶ 백운우체국 ▶ 까치고개 ▶ 대성사거리 ▶ 무진중 ▶ 월산초교 ▶ 동신대한방병원 ▶ 돌고개역(동) ▶ 양동시장역(남) ▶ 양동복개쇼핑센터 ▶ 천교,24,천교 ▶ 양동복개쇼핑센터 ▶ 양동시장역(남) ▶ 동신대한방병원 ▶ 월산초교 ▶ 무진중 ▶ 대성사거리 ▶ 까치고개 ▶ 백운초교(북) ▶ 백운우체국 ▶ 백운광장 ▶ 호남삼육고입구 ▶ 대광여고 ▶ 진월대주아파트 ▶ 대성여고 ▶ 동성고 ▶ 송하삼익아파트 ▶ 남선산업 ▶ 인성고 ▶ 송암동 ▶ 신효천마을 ▶ 효천초교 ▶ 대동마을 ▶ 도동
문흥80,장등동,금남로4가역,32,장등동 ▶ 도선사 ▶ 문흥지구입구(서) ▶ 문흥라인동산아파트 ▶ 문흥라인아파트 ▶ 문흥중앙초교 ▶ 문화근린공원 ▶ 오정초교입구 ▶ 오치한전옆 ▶ 도로교통공단 대신파크 ▶ 전남대공과대학 ▶ 전남대동문 ▶ 북구청 ▶ 동부시장 ▶ 말바우시장(서) ▶ 말바우시장(남) ▶ 동강대 ▶ 서방시장(북) ▶ 교육대 ▶ 풍향삼거리 ▶ 두암지구입구 ▶ 산수오거리 ▶ 법원 ▶ 매일시장입구 ▶ 살레시오여고 ▶ 조선대 ▶ 서남동행정복지센터 ▶ 문화전당역 ▶ 국립아시아문화전당(구.도청) ▶ 충장치안센터 ▶ 충장로5가입구 ▶ 금남로4가역,32,금남로4가역 ▶ 국립아시아문화전당(구.도청) ▶ 문화전당역 ▶ 서남동행정복지센터 ▶ 살레시오여고 ▶ 매일시장입구 ▶ 법원 ▶ 법원입구 ▶ 산수오거리 ▶ 두암지구입구 ▶ 풍향삼거리 ▶ 교육대 ▶ 서방시장(남) ▶ 동강대 ▶ 말바우시장(서) ▶ 동부시장 ▶ 북구청 ▶ 전남대동문 ▶ 전남대공과대학 ▶ 성산맨션 ▶ 도로교통공단 대신파크 ▶ 오치한전옆 ▶ 오정초교입구 ▶ 문화근린공원 ▶ 문흥중앙초교 ▶ 문흥라인아파트 ▶ 문흥라인동산아파트 ▶ 광주솔로몬로파크 ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 장등동
두암81(각화초교.장등마을),장등마을,장동마을,53,장등마을 ▶ 장동마을 ▶ 망향동산길 ▶ 변전소 ▶ 장등동 ▶ 도선사입구 ▶ 힐스테이트 각화 ▶ 각화중 ▶ 각화초교 ▶ 각화금호아파트 ▶ 광주병원 ▶ 무등도서관 ▶ 말바우시장(동) ▶ 말바우시장(서) ▶ 동부시장 ▶ 북구청 ▶ 북구보건소 ▶ 전남대 ▶ 신안사거리 ▶ 광주역 ▶ 유동사거리 ▶ 광주일고.광주고용센터 ▶ 롯데백화점 ▶ 동부소방서 ▶ 대인시장(서) ▶ 전남여고 ▶ 동구노인종합복지관 ▶ 농장다리 ▶ 법원 ▶ 지산2동행정복지센터 ▶ 단사공원 ▶ 지산유원지입구 ▶ 지산유원지 ▶ 신양파크호텔 ▶ 산수무등파크 ▶ 장원초교(동) ▶ 장원초교(북) ▶ 율곡초교 ▶ 두암주공아파트 ▶ 삼정초교 ▶ 대주빌라 ▶ 두암라인동산아파트 ▶ 문화초교 ▶ 신흥맨션 ▶ 각화무등파크 ▶ 각화중 ▶ 힐스테이트 각화 ▶ 보광사 ▶ 도선사 ▶ 장등동 ▶ 변전소 ▶ 망향동산길 ▶ 장동마을,0,
두암81(무등파크.장등동),장등동,장등동,48,장등동 ▶ 도선사입구 ▶ 힐스테이트 각화 ▶ 각화중 ▶ 각화무등파크 ▶ 신흥맨션 ▶ 문화초교 ▶ 두암라인동산아파트 ▶ 대주빌라 ▶ 삼정초교 ▶ 두암주공아파트 ▶ 율곡초교 ▶ 장원초교(북) ▶ 장원초교(동) ▶ 산수무등파크 ▶ 신양파크호텔 ▶ 지산유원지 ▶ 지산유원지입구 ▶ 단사공원 ▶ 지산2동행정복지센터 ▶ 법원 ▶ 농장다리 ▶ 동구노인종합복지관 ▶ 전남여고 ▶ 대인시장(서) ▶ 동부소방서 ▶ 대인광장(북) ▶ 대인광장(동) ▶ 롯데백화점 ▶ 광주일고.광주고용센터 ▶ 유동사거리 ▶ 엔씨백화점 ▶ 광주역 ▶ 신안사거리 ▶ 전남대 ▶ 북구보건소 ▶ 북구청 ▶ 동부시장 ▶ 말바우시장(서) ▶ 말바우시장(동) ▶ 무등도서관 ▶ 광주병원 ▶ 각화금호아파트 ▶ 각화중 ▶ 힐스테이트 각화 ▶ 보광사 ▶ 도선사 ▶ 장등동,0,
두암81(각화초교.장등동),장등동,장등동,46,장등동 ▶ 도선사입구 ▶ 힐스테이트 각화 ▶ 각화중 ▶ 각화초교 ▶ 각화금호아파트 ▶ 광주병원 ▶ 무등도서관 ▶ 말바우시장(동) ▶ 말바우시장(서) ▶ 동부시장 ▶ 북구청 ▶ 북구보건소 ▶ 전남대 ▶ 신안사거리 ▶ 광주역 ▶ 유동사거리 ▶ 광주일고.광주고용센터 ▶ 롯데백화점 ▶ 동부소방서 ▶ 대인시장(서) ▶ 전남여고 ▶ 동구노인종합복지관 ▶ 농장다리 ▶ 법원 ▶ 지산2동행정복지센터 ▶ 단사공원 ▶ 지산유원지입구 ▶ 지산유원지 ▶ 신양파크호텔 ▶ 산수무등파크 ▶ 장원초교(동) ▶ 장원초교(북) ▶ 율곡초교 ▶ 두암주공아파트 ▶ 삼정초교 ▶ 대주빌라 ▶ 두암라인동산아파트 ▶ 문화초교 ▶ 신흥맨션 ▶ 각화무등파크 ▶ 각화중 ▶ 힐스테이트 각화 ▶ 보광사 ▶ 도선사 ▶ 장등동,0,
두암81(무등파크.장등마을),장등마을,장등마을,56,장등마을 ▶ 장동마을 ▶ 망향동산길 ▶ 변전소 ▶ 장등동 ▶ 도선사입구 ▶ 힐스테이트 각화 ▶ 각화중 ▶ 각화무등파크 ▶ 신흥맨션 ▶ 문화초교 ▶ 두암라인동산아파트 ▶ 대주빌라 ▶ 삼정초교 ▶ 두암주공아파트 ▶ 율곡초교 ▶ 장원초교(북) ▶ 장원초교(동) ▶ 산수무등파크 ▶ 신양파크호텔 ▶ 지산유원지 ▶ 지산유원지입구 ▶ 단사공원 ▶ 지산2동행정복지센터 ▶ 법원 ▶ 농장다리 ▶ 동구노인종합복지관 ▶ 전남여고 ▶ 대인시장(서) ▶ 동부소방서 ▶ 대인광장(북) ▶ 대인광장(동) ▶ 롯데백화점 ▶ 광주일고.광주고용센터 ▶ 유동사거리 ▶ 엔씨백화점 ▶ 광주역 ▶ 신안사거리 ▶ 전남대 ▶ 북구보건소 ▶ 북구청 ▶ 동부시장 ▶ 말바우시장(서) ▶ 말바우시장(동) ▶ 무등도서관 ▶ 광주병원 ▶ 각화금호아파트 ▶ 각화중 ▶ 힐스테이트 각화 ▶ 보광사 ▶ 도선사 ▶ 장등동 ▶ 변전소 ▶ 망향동산길 ▶ 장동마을 ▶ 장등마을,0,
용봉83,비엔날레전시관,비엔날레전시관,32,비엔날레전시관 ▶ 비엔날레전시관입구 ▶ 용봉현대1차아파트 ▶ 중앙여고 ▶ 광주예술의전당 ▶ 운암시장 ▶ 경신여고 ▶ 광주지방기상청 ▶ 신안교 ▶ 용봉초교 ▶ 전남대사거리(서) ▶ 신안사거리 ▶ 광주역(동) ▶ 중흥초교 ▶ 4.19기념관 ▶ 서방사거리육교 ▶ 서방시장(남) ▶ 동강대 ▶ 말바우시장(서) ▶ 동부시장 ▶ 북구청 ▶ 전남대동문 ▶ 전남대공과대학 ▶ 성산맨션 ▶ 도로교통공단 대신파크 ▶ 용봉한화꿈에그린 ▶ 삼원맨션 ▶ 유창아파트 ▶ 용봉모아아파트 ▶ 용봉동성당 ▶ 용봉현대3차아파트 ▶ 비엔날레전시관,30,비엔날레전시관 ▶ 용봉현대3차아파트 ▶ 용봉동성당 ▶ 용봉모아아파트 ▶ 유창아파트 ▶ 유창허니문 ▶ 용봉우미아파트 ▶ 삼원맨션 ▶ 용봉한화꿈에그린 ▶ 도로교통공단 대신파크 ▶ 전남대공과대학 ▶ 전남대동문 ▶ 북구청 ▶ 동부시장 ▶ 말바우시장(서) ▶ 말바우시장(남) ▶ 동강대 ▶ 서방시장(남) ▶ 서방사거리육교 ▶ 4.19기념관 ▶ 중흥초교 ▶ 광주역 ▶ 신안사거리 ▶ 전남대사거리(서) ▶ 용봉초교 ▶ 신안교 ▶ 광주지방기상청 ▶ 한국국토정보공사광주중부지사 ▶ 용봉현대1차아파트 ▶ 비엔날레전시관입구
용전84,송강정종점,양동시장역(천변),39,송강정종점 ▶ 솔가람고 ▶ 월전(담양) ▶ 양지 ▶ 와우리 ▶ 신평 ▶ 태령 ▶ 단지삼거리 ▶ 두촌 ▶ 수곡 ▶ 북초교 ▶ 효령노인복지타운 ▶ 전통공예문화학교 ▶ 용전입구 ▶ 용전사거리(북) ▶ 지산입구 ▶ 지산초교 ▶ 대원정사 ▶ 호남권역재활병원 ▶ 건국동행정복지센터 ▶ 건국지구대 ▶ 신용두 ▶ 거진 ▶ 양산초교입구 ▶ 양산호수공원 ▶ 북구문화센터/KT&G광주공장 ▶ 롯데칠성 ▶ 해태제과 ▶ 광주다문화가족지원거점센터 ▶ 마당고개 ▶ 국립광주박물관입구 ▶ 체육고.폴리텍대학 ▶ 광주예술의전당 ▶ 광천치안센터 ▶ 현대자동차 ▶ 발산마을 ▶ 발산교(북) ▶ 양동교 ▶ 양동시장역(천변),43,양동시장역(천변) ▶ 양동교 ▶ 전남방직 ▶ 현대자동차 ▶ 광천치안센터 ▶ 임동주공아파트 ▶ 광주기아챔피언스필드 ▶ 경신여고 ▶ 운암시장 ▶ 광주예술의전당후문 ▶ 체육고.폴리텍대학 ▶ 국립광주박물관입구 ▶ 마당고개 ▶ 광주다문화가족지원거점센터 ▶ 해태제과 ▶ 롯데칠성 ▶ 북구문화센터/KT&G광주공장 ▶ 양산호수공원 ▶ 양산초교입구 ▶ 거진 ▶ 신용두 ▶ 건국지구대 ▶ 건국동행정복지센터 ▶ 호남권역재활병원 ▶ 대원정사 ▶ 지산초교 ▶ 지산입구 ▶ 용전사거리(북) ▶ 대진운수 ▶ 용전입구 ▶ 전통공예문화학교 ▶ 효령노인복지타운 ▶ 북초교 ▶ 수곡 ▶ 두촌 ▶ 단지삼거리 ▶ 태령 ▶ 신평 ▶ 와우리 ▶ 양지 ▶ 월전(담양) ▶ 솔가람고 ▶ 송강정종점
용전85,입암,중앙여고,32,입암 ▶ 전통공예문화학교 ▶ 용전입구 ▶ 용전사거리(북) ▶ 용전 ▶ 지산입구 ▶ 지산초교 ▶ 대원정사 ▶ 호남권역재활병원 ▶ 건국동행정복지센터 ▶ 건국지구대 ▶ 지산중 ▶ 양산호반2차 ▶ 양산택지사거리 ▶ 광주은행양산동지점 ▶ 양산초교입구 ▶ 양산초교 ▶ 연제주공아파트 ▶ 연제새한아파트 ▶ 연제외촌 ▶ 힐스테이트연제아파트 ▶ 연제현대아파트 ▶ 한양아파트 ▶ 해태제과 ▶ 광주다문화가족지원거점센터 ▶ 마당고개 ▶ 국립광주박물관입구 ▶ 체육고.폴리텍대학 ▶ 광주예술의전당 ▶ 운암시장 ▶ 한국국토정보공사광주중부지사 ▶ 중앙여고,32,중앙여고 ▶ 광주예술의전당 ▶ 광주예술의전당후문 ▶ 체육고.폴리텍대학 ▶ 국립광주박물관입구 ▶ 마당고개 ▶ 광주다문화가족지원거점센터 ▶ 해태제과 ▶ 한양아파트 ▶ 연제현대아파트 ▶ 힐스테이트연제아파트 ▶ 연제외촌 ▶ 연제새한아파트 ▶ 연제주공아파트 ▶ 양산초교 ▶ 양산초교입구 ▶ 광주은행양산동지점 ▶ 양산택지사거리 ▶ 양산호반2차 ▶ 지산중 ▶ 건국지구대 ▶ 건국동행정복지센터 ▶ 호남권역재활병원 ▶ 대원정사 ▶ 지산초교 ▶ 지산입구 ▶ 용전 ▶ 용전사거리(북) ▶ 대진운수 ▶ 용전입구 ▶ 전통공예문화학교 ▶ 입암
용전86,장등동,효령노인복지타운,33,장등동 ▶ 도선사입구 ▶ 힐스테이트 각화 ▶ 각화중 ▶ 각화초교 ▶ 각화금호아파트 ▶ 동광주IC입구 ▶ 농산물공판장 ▶ 문흥지구입구(서) ▶ 문흥라인동산아파트 ▶ 문흥라인아파트 ▶ 문흥중 ▶ 자연과학고 ▶ 용봉중 ▶ 서산초교 ▶ 오치1동행정복지센터 ▶ 삼각호반아파트 ▶ 고려고 ▶ 삼각그린타운 ▶ 국제고 ▶ 일곡사거리 ▶ 일곡초교 ▶ 서일초교 ▶ 일곡삼호아파트 ▶ 명상의집 ▶ 우치공원 ▶ 생룡 ▶ 지산마을 ▶ 용전사거리(북) ▶ 대진운수 ▶ 용전입구 ▶ 전통공예문화학교 ▶ 효령노인복지타운,31,효령노인복지타운 ▶ 전통공예문화학교 ▶ 용전입구 ▶ 용전사거리(북) ▶ 지산마을 ▶ 생룡 ▶ 우치공원 ▶ 명상의집 ▶ 일곡삼호아파트 ▶ 서일초교 ▶ 일곡초교 ▶ 일곡사거리 ▶ 국제고 ▶ 삼각그린타운 ▶ 삼각호반아파트 ▶ 오치1동행정복지센터 ▶ 서산초교 ▶ 용봉중 ▶ 자연과학고 ▶ 샛터코아 ▶ 문흥라인아파트 ▶ 문흥라인동산아파트 ▶ 광주솔로몬로파크 ▶ 문흥지구입구(남) ▶ 농산물공판장 ▶ 각화금호아파트 ▶ 각화중 ▶ 힐스테이트 각화 ▶ 보광사 ▶ 도선사 ▶ 장등동
석곡87,청풍수련장,조선대장미원,30,청풍수련장 ▶ 등촌 ▶ 신촌아랫길(4수원지) ▶ 신촌윗길(4수원지) ▶ 분토(북구) ▶ 죽곡(남) ▶ 죽곡(북) ▶ 동초교 ▶ 월산(석곡) ▶ 석곡동행정복지센터 ▶ 용호(북구) ▶ 중소기업진흥공단호남연수원 ▶ 도선사 ▶ 문흥지구입구(남) ▶ 농산물공판장 ▶ 동광주IC입구 ▶ 광주병원 ▶ 무등도서관 ▶ 말바우시장(동) ▶ 말바우시장(남) ▶ 동강대 ▶ 서방시장(남) ▶ 계림사거리 ▶ 광주고/4.19역사관 ▶ 대인시장(동) ▶ 전남여고 ▶ 동구청 ▶ 서남동행정복지센터 ▶ 조선대병원입구 ▶ 조선대장미원,31,조선대장미원 ▶ 조선대병원입구 ▶ 서남동행정복지센터 ▶ 동구청 ▶ 전남여고 ▶ 대인시장(동) ▶ 광주고/4.19역사관 ▶ 계림사거리 ▶ 서방시장(남) ▶ 동강대 ▶ 말바우시장(동) ▶ 무등도서관 ▶ 광주병원 ▶ 동광주IC입구 ▶ 농산물공판장 ▶ 문흥지구입구(남) ▶ 문흥지구입구(동) ▶ 도동고개 ▶ 도선사 ▶ 중소기업진흥공단호남연수원 ▶ 용호(북구) ▶ 석곡동행정복지센터 ▶ 월산(석곡) ▶ 동초교 ▶ 죽곡(북) ▶ 죽곡(남) ▶ 분토(북구) ▶ 신촌윗길(4수원지) ▶ 신촌아랫길(4수원지) ▶ 등촌 ▶ 청풍수련장
임곡89,덕흥동,오룡,76,덕흥동 ▶ 덕흥마을입구 ▶ 덕흥삼거리 ▶ 유덕2교차로 ▶ 유덕1교차로 ▶ 시청 ▶ 5.18기념문화센터 ▶ 모아제일아파트 ▶ 상무호반3차 ▶ 유덕초교 ▶ 칠성마을 ▶ 광천동 ▶ 삼우아파트 ▶ 진성아파트 ▶ 광천E편한세상 ▶ 기아차정문 ▶ 광주종합버스터미널 ▶ 현대자동차 ▶ 광천초교 ▶ 농성1동행정복지센터 ▶ 서광주전화국 ▶ 돌고개역(동) ▶ 양동시장역(북) ▶ 양동교차로 ▶ 유동사거리 ▶ 엔씨백화점 ▶ 광주역 ▶ 신안사거리 ▶ 신안동행정복지센터 ▶ 태봉새마을금고 ▶ 무등야구장 ▶ 공구의거리 ▶ 광암교입구 ▶ 동천마을6단지 ▶ 동천마을3단지 ▶ 동천마을1단지 ▶ 동림I.C입구 ▶ 광신대교 ▶ 풍영정입구 ▶ 극락강역입구 ▶ 신가동 ▶ 목련마을 ▶ 목련마을8단지 ▶ 흑석사거리(동) ▶ 흑석사거리(서) ▶ 광산세무서 ▶ 구강리 ▶ 방혜 ▶ 신등 ▶ 산막 ▶ 벽파정 ▶ 연동 서길 ▶ 연동삼거리 ▶ 창암 ▶ 광주고룡학교 ▶ 보화촌 ▶ 천동(광산구) ▶ 비시동 ▶ 가정 ▶ 성내 ▶ 임곡역 ▶ 광일고 ▶ 원임곡 ▶ 삼화교 ▶ 연계삼거리 ▶ 임동교 ▶ 상촌(임곡) ▶ 와산 ▶ 상촌(임곡) ▶ 임동교 ▶ 연계삼거리 ▶ 석동 ▶ 월봉서원입구 ▶ 종산 ▶ 종산제입구 ▶ 오룡,76,오룡 ▶ 종산제입구 ▶ 종산 ▶ 월봉서원입구 ▶ 석동 ▶ 연계삼거리 ▶ 임동교 ▶ 상촌(임곡) ▶ 와산 ▶ 상촌(임곡) ▶ 임동교 ▶ 연계삼거리 ▶ 삼화교 ▶ 원임곡 ▶ 광일고 ▶ 임곡역 ▶ 성내 ▶ 가정 ▶ 비시동 ▶ 천동(광산구) ▶ 보화촌 ▶ 광주고룡학교 ▶ 창암 ▶ 연동삼거리 ▶ 연동 서길 ▶ 벽파정 ▶ 산막 ▶ 신등 ▶ 방혜 ▶ 구강리 ▶ 광산세무서 ▶ 흑석사거리(서) ▶ 흑석사거리(동) ▶ 목련마을8단지 ▶ 목련마을 ▶ 신가동 ▶ 극락강역입구 ▶ 풍영정입구 ▶ 광신대교 ▶ 동림I.C입구 ▶ 동천마을1단지 ▶ 동천마을3단지 ▶ 동천마을6단지 ▶ 광암교입구 ▶ 공구의거리 ▶ 무등야구장 ▶ 광주기아챔피언스필드입구 ▶ 태봉새마을금고 ▶ 신안동행정복지센터 ▶ 신안사거리 ▶ 광주역 ▶ 유동사거리 ▶ 양동교차로 ▶ 양동시장역(북) ▶ 돌고개역(동) ▶ 서광주전화국 ▶ 농성1동행정복지센터 ▶ 광천초교 ▶ 현대자동차 ▶ 광주종합버스터미널 ▶ 기아차정문 ▶ 광천E편한세상 ▶ 진성아파트 ▶ 삼우아파트 ▶ 광천동 ▶ 칠성마을 ▶ 유덕초교 ▶ 상무호반3차 ▶ 모아제일아파트 ▶ 5.18기념문화센터 ▶ 시청 ▶ 유덕1교차로 ▶ 유덕2교차로 ▶ 덕흥삼거리 ▶ 덕흥마을입구 ▶ 덕흥동
임곡90,원사호마을,두산,58,원사호마을 ▶ 봉흥마을 ▶ 원임곡 ▶ 광일고 ▶ 임곡동행정복지센터 ▶ 임곡역 ▶ 임곡정수장 ▶ 임곡교 ▶ 맥동 ▶ 흑석 ▶ 산수보건소 ▶ 매동 ▶ 입석 ▶ 산음 ▶ 신당 ▶ 본량파출소 ▶ 본량삼거리 ▶ 본량초교 ▶ 황산 ▶ 북성 ▶ 가마 ▶ 명도삼거리 ▶ 도림 ▶ 삼도초교 ▶ 지동(광산구) ▶ 동백훈련장 ▶ 송산 ▶ 가삼 ▶ 운평 ▶ 중방 ▶ 송산교 ▶ 서봉마을 ▶ 샛터마을 ▶ 호남대 ▶ 선암 ▶ 매방골 ▶ 보문고 ▶ 광산경찰서 ▶ 송정한전 ▶ 금호타이어 ▶ 광산구청 ▶ 광주송정역 ▶ 신동사거리 ▶ 도산역 ▶ 공군부대 ▶ 상선길 ▶ 팽호 ▶ 복호 ▶ 동곡송정 ▶ 동곡송정마을입구 ▶ 유림마을 ▶ 관두 ▶ 동곡동행정복지센터 ▶ 기룡마을입구 ▶ 기룡마을 ▶ 조산동길 ▶ 조산서길 ▶ 두산,58,두산 ▶ 조산서길 ▶ 조산동길 ▶ 기룡마을 ▶ 기룡마을입구 ▶ 동곡동행정복지센터 ▶ 관두 ▶ 유림마을 ▶ 동곡송정마을입구 ▶ 동곡송정 ▶ 복호 ▶ 팽호 ▶ 상선길 ▶ 공군부대 ▶ 도산역 ▶ 신동사거리 ▶ 광주송정역 ▶ 광산구청 ▶ 금호타이어 ▶ 송정한전 ▶ 광산경찰서 ▶ 보문고 ▶ 매방골 ▶ 선암 ▶ 호남대 ▶ 샛터마을 ▶ 서봉마을 ▶ 송산교 ▶ 중방 ▶ 운평 ▶ 가삼 ▶ 송산 ▶ 동백훈련장 ▶ 지동(광산구) ▶ 삼도초교 ▶ 도림 ▶ 명도삼거리 ▶ 가마 ▶ 북성 ▶ 황산 ▶ 본량초교 ▶ 본량삼거리 ▶ 본량파출소 ▶ 신당 ▶ 산음 ▶ 입석 ▶ 매동 ▶ 산수보건소 ▶ 흑석 ▶ 맥동 ▶ 임곡교 ▶ 임곡정수장 ▶ 임곡역 ▶ 임곡동행정복지센터 ▶ 광일고 ▶ 원임곡 ▶ 봉흥마을 ▶ 원사호마을
임곡91,첨단종점,와산,56,첨단종점 ▶ 고내입구 ▶ 대촌마을입구 ▶ 한국광기술원 ▶ 산업인력공단 ▶ 첨단삼성전자 ▶ 폭스존 ▶ 첨단롯데마트 ▶ 첨단생활체육공원 ▶ 보훈병원후문 ▶ 봉산중 ▶ 무양서원입구 ▶ 첨단2동행정복지센터 ▶ 첨단사거리 ▶ 첨단라인아파트 ▶ 응암공원 ▶ 첨단도서관 ▶ 첨단대우아파트 ▶ 동원촌 ▶ 비아농협 ▶ 비아호반아파트 ▶ 비아119안전센터(북) ▶ 비아119안전센터(서) ▶ 비아중흥아파트 ▶ 도촌교 ▶ 안청 ▶ 안청농협 ▶ 구 하남북초교 ▶ 진성 ▶ 진곡 서길 ▶ 백길마을 ▶ 연동동길 ▶ 연동삼거리 ▶ 창암 ▶ 광주고룡학교 ▶ 보화촌 ▶ 천동(광산구) ▶ 비시동 ▶ 두동 ▶ 용동(임곡) ▶ 신촌아랫길(임곡) ▶ 신촌윗길(임곡) ▶ 신촌아랫길(임곡) ▶ 용동(임곡) ▶ 두동 ▶ 비시동 ▶ 가정 ▶ 성내 ▶ 임곡역 ▶ 광일고 ▶ 원임곡 ▶ 삼화교 ▶ 연계삼거리 ▶ 임동교 ▶ 상촌(임곡) ▶ 와산,55,와산 ▶ 상촌(임곡) ▶ 임동교 ▶ 연계삼거리 ▶ 삼화교 ▶ 원임곡 ▶ 광일고 ▶ 임곡역 ▶ 성내 ▶ 가정 ▶ 비시동 ▶ 두동 ▶ 용동(임곡) ▶ 신촌아랫길(임곡) ▶ 신촌윗길(임곡) ▶ 신촌아랫길(임곡) ▶ 용동(임곡) ▶ 두동 ▶ 비시동 ▶ 천동(광산구) ▶ 보화촌 ▶ 광주고룡학교 ▶ 창암 ▶ 연동삼거리 ▶ 연동동길 ▶ 백길마을 ▶ 진곡 서길 ▶ 진성 ▶ 구 하남북초교 ▶ 안청농협 ▶ 안청 ▶ 도촌교 ▶ 비아중흥아파트 ▶ 비아119안전센터(서) ▶ 비아119안전센터(북) ▶ 비아호반아파트 ▶ 비아농협 ▶ 동원촌 ▶ 첨단대우아파트 ▶ 첨단도서관 ▶ 응암공원 ▶ 첨단라인아파트 ▶ 첨단사거리 ▶ 첨단2동행정복지센터 ▶ 무양서원입구 ▶ 봉산중 ▶ 보훈병원후문 ▶ 첨단생활체육공원 ▶ 첨단롯데마트 ▶ 폭스존 ▶ 첨단삼성전자 ▶ 산업인력공단 ▶ 한국광기술원 ▶ 대촌마을입구 ▶ 첨단종점
